"filename", "language", "Python", "TOML", "Properties", "Markdown", "Shell Script", "Rust", "YAML", "comment", "blank", "total"
"/home/vincent/hyper-simulation/src/contrievers/pyproject.toml", "TOML", 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"/home/vincent/hyper-simulation/src/contrievers/slurm.py", "Python", 56, 0, 0, 0, 0, 0, 0, 33, 25, 114
"/home/vincent/hyper-simulation/src/contrievers/utils.py", "Python", 169, 0, 0, 0, 0, 0, 0, 3, 43, 215
"/home/vincent/hyper-simulation/src/hyper_simulation/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/baselines/BSIM.py", "Python", 87, 0, 0, 0, 0, 0, 0, 23, 19, 129
"/home/vincent/hyper-simulation/src/hyper_simulation/baselines/CDIT.py", "Python", 27, 0, 0, 0, 0, 0, 0, 7, 9, 43
"/home/vincent/hyper-simulation/src/hyper_simulation/baselines/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/baselines/contradoc.py", "Python", 39, 0, 0, 0, 0, 0, 0, 8, 12, 59
"/home/vincent/hyper-simulation/src/hyper_simulation/baselines/sentLI.py", "Python", 39, 0, 0, 0, 0, 0, 0, 3, 9, 51
"/home/vincent/hyper-simulation/src/hyper_simulation/baselines/sparseCL.py", "Python", 75, 0, 0, 0, 0, 0, 0, 18, 16, 109
"/home/vincent/hyper-simulation/src/hyper_simulation/component/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/component/build_hypergraph.py", "Python", 227, 0, 0, 0, 0, 0, 0, 36, 42, 305
"/home/vincent/hyper-simulation/src/hyper_simulation/component/consistent.py", "Python", 187, 0, 0, 0, 0, 0, 0, 19, 50, 256
"/home/vincent/hyper-simulation/src/hyper_simulation/component/d_match.py", "Python", 263, 0, 0, 0, 0, 0, 0, 46, 54, 363
"/home/vincent/hyper-simulation/src/hyper_simulation/component/denial.py", "Python", 390, 0, 0, 0, 0, 0, 0, 59, 84, 533
"/home/vincent/hyper-simulation/src/hyper_simulation/component/embedding.py", "Python", 88, 0, 0, 0, 0, 0, 0, 17, 31, 136
"/home/vincent/hyper-simulation/src/hyper_simulation/component/hyper_simulation.py", "Python", 241, 0, 0, 0, 0, 0, 0, 45, 42, 328
"/home/vincent/hyper-simulation/src/hyper_simulation/component/nli.py", "Python", 72, 0, 0, 0, 0, 0, 0, 8, 18, 98
"/home/vincent/hyper-simulation/src/hyper_simulation/component/postprocess.py", "Python", 709, 0, 0, 0, 0, 0, 0, 190, 148, 1047
"/home/vincent/hyper-simulation/src/hyper_simulation/component/semantic_cluster.py", "Python", 1402, 0, 0, 0, 0, 0, 0, 620, 411, 2433
"/home/vincent/hyper-simulation/src/hyper_simulation/graph_generator/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/graph_generator/build.py", "Python", 249, 0, 0, 0, 0, 0, 0, 170, 69, 488
"/home/vincent/hyper-simulation/src/hyper_simulation/graph_generator/ontology.py", "Python", 21, 0, 0, 0, 0, 0, 0, 6, 6, 33
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/abstraction.py", "Python", 114, 0, 0, 0, 0, 0, 0, 349, 71, 534
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/combine.py", "Python", 385, 0, 0, 0, 0, 0, 0, 95, 71, 551
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/corref.py", "Python", 409, 0, 0, 0, 0, 0, 0, 86, 81, 576
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/dependency.py", "Python", 601, 0, 0, 0, 0, 0, 0, 264, 106, 971
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/display.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/entity.py", "Python", 101, 0, 0, 0, 0, 0, 0, 38, 9, 148
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/formal.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/graph.py", "Python", 25, 0, 0, 0, 0, 0, 0, 2, 9, 36
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/hypergraph.py", "Python", 596, 0, 0, 0, 0, 0, 0, 67, 118, 781
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/linguistic.py", "Python", 140, 0, 0, 0, 0, 0, 0, 0, 12, 152
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/linking.py", "Python", 315, 0, 0, 0, 0, 0, 0, 2, 48, 365
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/path.py", "Python", 229, 0, 0, 0, 0, 0, 0, 41, 54, 324
"/home/vincent/hyper-simulation/src/hyper_simulation/hypergraph/union.py", "Python", 410, 0, 0, 0, 0, 0, 0, 155, 101, 666
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/chat_completion.py", "Python", 26, 0, 0, 0, 0, 0, 0, 42, 12, 80
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/ll.py", "Python", 9, 0, 0, 0, 0, 0, 0, 11, 5, 25
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/arc.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 0, 16
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/cdit.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/contradoc.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/graph.py", "Python", 343, 0, 0, 0, 0, 0, 0, 224, 29, 596
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/hotpot_qa.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 1, 33
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/legalbench_corporate_lobbying.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/legalbench_insurance.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/legalbench_privacy_policy_entailment.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 0, 24
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/legalbench_qa.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 1, 22
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/legalbench_qa_detailed.py", "Python", 101, 0, 0, 0, 0, 0, 0, 0, 3, 104
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/legalbench_sara_entailment.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 0, 19
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/legalbench_scalr.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 18
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/multihop.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/musique.py", "Python", 41, 0, 0, 0, 0, 0, 0, 0, 3, 44
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/question.py", "Python", 111, 0, 0, 0, 0, 0, 0, 0, 3, 114
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/prompt/vmdit.py", "Python", 41, 0, 0, 0, 0, 0, 0, 5, 5, 51
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/text_completion.py", "Python", 10, 0, 0, 0, 0, 0, 0, 20, 6, 36
"/home/vincent/hyper-simulation/src/hyper_simulation/llm/time_cost.py", "Python", 59, 0, 0, 0, 0, 0, 0, 44, 26, 129
"/home/vincent/hyper-simulation/src/hyper_simulation/query_instance.py", "Python", 171, 0, 0, 0, 0, 0, 0, 13, 36, 220
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/base_line_lm.py", "Python", 248, 0, 0, 0, 0, 0, 0, 40, 29, 317
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/decompose.py", "Python", 609, 0, 0, 0, 0, 0, 0, 333, 80, 1022
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/generate_passage_embedding.py", "Python", 93, 0, 0, 0, 0, 0, 0, 7, 28, 128
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/get_trim.py", "Python", 35, 0, 0, 0, 0, 0, 0, 2, 11, 48
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/rag.py", "Python", 217, 0, 0, 0, 0, 0, 0, 88, 52, 357
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/rag_no_retrival.py", "Python", 408, 0, 0, 0, 0, 0, 0, 42, 61, 511
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/retrival/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/retrival/analysis.py", "Python", 137, 0, 0, 0, 0, 0, 0, 34, 19, 190
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/utils/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/utils/build_prompt.py", "Python", 106, 0, 0, 0, 0, 0, 0, 12, 3, 121
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/utils/load_data.py", "Python", 507, 0, 0, 0, 0, 0, 0, 99, 93, 699
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/utils/post_answer.py", "Python", 60, 0, 0, 0, 0, 0, 0, 29, 16, 105
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/utils/show_task.py", "Python", 83, 0, 0, 0, 0, 0, 0, 4, 21, 108
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/vmdit/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/vmdit/metrics.py", "Python", 90, 0, 0, 0, 0, 0, 0, 5, 22, 117
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/vmdit/relation.py", "Python", 79, 0, 0, 0, 0, 0, 0, 34, 12, 125
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/vmdit/retrieval.py", "Python", 208, 0, 0, 0, 0, 0, 0, 29, 46, 283
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/vmdit/rewrite.py", "Python", 46, 0, 0, 0, 0, 0, 0, 20, 13, 79
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/vmdit/trim.py", "Python", 55, 0, 0, 0, 0, 0, 0, 5, 7, 67
"/home/vincent/hyper-simulation/src/hyper_simulation/question_answer/vmdit/utils.py", "Python", 198, 0, 0, 0, 0, 0, 0, 5, 37, 240
"/home/vincent/hyper-simulation/src/hyper_simulation/utils/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/src/hyper_simulation/utils/clean.py", "Python", 247, 0, 0, 0, 0, 0, 0, 51, 59, 357
"/home/vincent/hyper-simulation/src/hyper_simulation/utils/log.py", "Python", 54, 0, 0, 0, 0, 0, 0, 22, 13, 89
"/home/vincent/hyper-simulation/test_eval.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/vincent/hyper-simulation/test_import.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/vincent/hyper-simulation/test_import_2.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/vincent/hyper-simulation/test_metrics.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/vincent/hyper-simulation/test_norm.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/vincent/hyper-simulation/tests/tasks/build_hotpotqa.py", "Python", 433, 0, 0, 0, 0, 0, 0, 32, 79, 544
"/home/vincent/hyper-simulation/tests/tasks/build_legalbench.py", "Python", 437, 0, 0, 0, 0, 0, 0, 27, 74, 538
"/home/vincent/hyper-simulation/tests/tasks/build_multihop.py", "Python", 474, 0, 0, 0, 0, 0, 0, 25, 72, 571
"/home/vincent/hyper-simulation/tests/tasks/build_musique.py", "Python", 449, 0, 0, 0, 0, 0, 0, 105, 79, 633
"/home/vincent/hyper-simulation/tests/tasks/check_decompose_structure.py", "Python", 153, 0, 0, 0, 0, 0, 0, 0, 33, 186
"/home/vincent/hyper-simulation/tests/tasks/choose_prompt.py", "Python", 90, 0, 0, 0, 0, 0, 0, 25, 24, 139
"/home/vincent/hyper-simulation/tests/tasks/decompose_question.py", "Python", 224, 0, 0, 0, 0, 0, 0, 6, 38, 268
"/home/vincent/hyper-simulation/tests/tasks/decompose_question_multihop.py", "Python", 234, 0, 0, 0, 0, 0, 0, 0, 39, 273
"/home/vincent/hyper-simulation/tests/tasks/hotpotqa.py", "Python", 384, 0, 0, 0, 0, 0, 0, 25, 82, 491
"/home/vincent/hyper-simulation/tests/tasks/legalbench.py", "Python", 435, 0, 0, 0, 0, 0, 0, 0, 76, 511
"/home/vincent/hyper-simulation/tests/tasks/legalbench_baseline.py", "Python", 578, 0, 0, 0, 0, 0, 0, 3, 88, 669
"/home/vincent/hyper-simulation/tests/tasks/migrate_vertex_types.py", "Python", 206, 0, 0, 0, 0, 0, 0, 52, 36, 294
"/home/vincent/hyper-simulation/tests/tasks/multihop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/vincent/hyper-simulation/tests/tasks/musique.py", "Python", 547, 0, 0, 0, 0, 0, 0, 26, 104, 677
"/home/vincent/hyper-simulation/tests/tasks/musique_baseline.py", "Python", 560, 0, 0, 0, 0, 0, 0, 11, 106, 677
"/home/vincent/hyper-simulation/tests/tasks/refine_hypergraph.py", "Python", 1005, 0, 0, 0, 0, 0, 0, 3, 140, 1148
"/home/vincent/hyper-simulation/tests/tasks/run_migration_when_ready.sh", "Shell Script", 0, 0, 0, 0, 32, 0, 0, 5, 11, 48
"/home/vincent/hyper-simulation/tests/tasks/support_check.py", "Python", 455, 0, 0, 0, 0, 0, 0, 0, 74, 529
"/home/vincent/hyper-simulation/tests/tasks/test_refine_hypergraph_smoke.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 16, 126
"/home/vincent/hyper-simulation/tests/test_batch_convert_hypergraph.py", "Python", 124, 0, 0, 0, 0, 0, 0, 23, 30, 177
"/home/vincent/hyper-simulation/tests/test_batch_simulation.py", "Python", 286, 0, 0, 0, 0, 0, 0, 35, 49, 370
"/home/vincent/hyper-simulation/tests/test_cluster.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/home/vincent/hyper-simulation/tests/test_combine.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 9, 28
"/home/vincent/hyper-simulation/tests/test_conceptnet.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/vincent/hyper-simulation/tests/test_contradoc.py", "Python", 19, 0, 0, 0, 0, 0, 0, 7, 2, 28
"/home/vincent/hyper-simulation/tests/test_db.py", "Python", 38, 0, 0, 0, 0, 0, 0, 5, 8, 51
"/home/vincent/hyper-simulation/tests/test_dependency.py", "Python", 55, 0, 0, 0, 0, 0, 0, 12, 12, 79
"/home/vincent/hyper-simulation/tests/test_dependency_batch.py", "Python", 68, 0, 0, 0, 0, 0, 0, 17, 10, 95
"/home/vincent/hyper-simulation/tests/test_fishing.py", "Python", 26, 0, 0, 0, 0, 0, 0, 28, 14, 68
"/home/vincent/hyper-simulation/tests/test_hypergrah_gen.py", "Python", 595, 0, 0, 0, 0, 0, 0, 117, 119, 831
"/home/vincent/hyper-simulation/tests/test_hypergraph.py", "Python", 20, 0, 0, 0, 0, 0, 0, 1, 7, 28
"/home/vincent/hyper-simulation/tests/test_llm.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/vincent/hyper-simulation/tests/test_musique_base.py", "Python", 344, 0, 0, 0, 0, 0, 0, 13, 17, 374
"/home/vincent/hyper-simulation/tests/test_simulation.py", "Python", 116, 0, 0, 0, 0, 0, 0, 7, 22, 145
"/home/vincent/hyper-simulation/tests/test_tool.py", "Python", 18, 0, 0, 0, 0, 0, 0, 1, 5, 24
"/home/vincent/hyper-simulation/tests/tools/build.py", "Python", 199, 0, 0, 0, 0, 0, 0, 21, 37, 257
"/home/vincent/hyper-simulation/tests/tools/dump_hypergraph.py", "Python", 69, 0, 0, 0, 0, 0, 0, 21, 13, 103
"/home/vincent/hyper-simulation/tests/tools/enrich.py", "Python", 218, 0, 0, 0, 0, 0, 0, 17, 27, 262
"/home/vincent/hyper-simulation/tests/tools/hyper.py", "Python", 67, 0, 0, 0, 0, 0, 0, 15, 18, 100
"/home/vincent/hyper-simulation/tests/tools/nli.py", "Python", 54, 0, 0, 0, 0, 0, 0, 28, 17, 99
"/home/vincent/hyper-simulation/tests/tools/refine.py", "Python", 275, 0, 0, 0, 0, 0, 0, 2, 47, 324
"/home/vincent/hyper-simulation/tests/tools/spacy_debug.py", "Python", 173, 0, 0, 0, 0, 0, 0, 13, 26, 212
"/home/vincent/hyper-simulation/tests/tools/title.py", "Python", 354, 0, 0, 0, 0, 0, 0, 89, 29, 472
"/home/vincent/hyper-simulation/tests/tools/title_trans.py", "Python", 186, 0, 0, 0, 0, 0, 0, 15, 38, 239
"/home/vincent/hyper-simulation/tests/tools/wordnet_X.py", "Python", 58, 0, 0, 0, 0, 0, 0, 4, 17, 79
"/home/vincent/hyper-simulation/tests/tools/wordnet_show.py", "Python", 146, 0, 0, 0, 0, 0, 0, 17, 30, 193
"Total", "-", 24129, 219, 0, 963, 86, 507, 24, 4693, 5128, 35749
